PMID,year,phase,journal,title,retrieval_scopes,sentence_count,themes,methods
36637212,2023,2021-2025,Pest management science,Cloning of the promoter of rice brown planthopper feeding-inducible gene OsTPS31 and identification of related cis-regulatory elements.,BPH damage; BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别,
36675229,2023,2021-2025,International journal of molecular sciences,"Biology of Two-Spotted Spider Mite (Tetranychus urticae): Ultrastructure, Photosynthesis, Guanine Transcriptomics, Carotenoids and Chlorophylls Metabolism, and Decoyinine as a Potential Acaricide.",BPH resistance,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 组学与系统网络,表达组学/多组学
36675314,2023,2021-2025,International journal of molecular sciences,The Bph45 Gene Confers Resistance against Brown Planthopper in Rice by Reducing the Production of Limonene.,BPH resistance,27,抗源鉴定与表型评价; 主效抗性基因与受体识别; 代谢、挥发物与结构防御; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
36679058,2023,2021-2025,"Plants (Basel, Switzerland)",Immune Responses and Transcriptomic Analysis of Nilaparvata lugens against Metarhizium anisopliae YTTR Mediated by Rice Ragged Stunt Virus.,BPH resistance,4,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 组学与系统网络,表达组学/多组学
36684737,2023,2021-2025,Frontiers in plant science,MePAL6 regulates lignin accumulation to shape cassava resistance against two-spotted spider mite.,BPH damage,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御,
36699839,2023,2021-2025,Frontiers in plant science,Editorial: Machine learning and artificial intelligence for smart agriculture.,BPH resistance,1,昆虫侧适应、毒力与药剂抗性,
36755501,2023,2021-2025,Plant physiology,Dissecting the genetic basis of heterosis in elite super-hybrid rice.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别,
36768487,2023,2021-2025,International journal of molecular sciences,A Novel Cuticular Protein-like Cpr21L Is Essential for Nymph Survival and Male Fecundity in the Brown Planthopper.,BPH resistance,2,抗源鉴定与表型评价; 基因编辑与功能验证,转基因/RNAi/突变体
36781491,2023,2021-2025,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Functional Bph14 from Rathu Heenati promotes resistance to BPH at the early seedling stage of rice (Oryza sativa L.) as revealed by QTL-seq.,BPH resistance,2,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
36788431,2023,2021-2025,"Plant, cell & environment",Silencing a dehydration-responsive element-binding gene enhances the resistance of plants to a phloem-feeding herbivore.,BPH resistance,3,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
36826017,2023,2021-2025,Current issues in molecular biology,Metabolites and Plant Hormones Related to the Resistance Response to Feeding Stimulation and Leaf Clipping Control in Chinese Pine (Pinus tabuliformis Carr.).,BPH damage,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 基因编辑与功能验证,转基因/RNAi/突变体
36833202,2023,2021-2025,Genes,Identification of CmbHLH Transcription Factor Family and Excavation of CmbHLHs Resistant to Necrotrophic Fungus Alternaria in Chrysanthemum.,BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
36835087,2023,2021-2025,International journal of molecular sciences,A Novel miRNA in Rice Associated with the Low Seed Setting Rate Symptom of Rice Stripe Virus.,BPH damage,1,组学与系统网络,
36835638,2023,2021-2025,International journal of molecular sciences,Transcriptomic Analysis Revealed Key Defense Genes and Signaling Pathways Mediated by the Arabidopsis thaliana Gene SAD2 in Response to Infection with Pseudomonas syringae pv. Tomato DC3000.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络,表达组学/多组学
36869435,2023,2021-2025,The New phytologist,Functional dissection of rice jasmonate receptors involved in development and defense.,BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
36874914,2023,2021-2025,Frontiers in plant science,Comparative transcriptome-wide identification and differential expression of genes and lncRNAs in rice near-isogenic line (KW-Bph36-NIL) in response to BPH feeding.,BPH resistance; Broad planthopper,16,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
36899907,2023,2021-2025,Cells,Oxalic Acid Inhibits Feeding Behavior of the Brown Planthopper via Binding to Gustatory Receptor Gr23a.,BPH resistance,2,抗源鉴定与表型评价,
36902211,2023,2021-2025,International journal of molecular sciences,Small Brown Planthopper Nymph Infestation Regulates Plant Defenses by Affecting Secondary Metabolite Biosynthesis in Rice.,BPH resistance; Broad planthopper,8,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 组学与系统网络; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
36928081,2023,2021-2025,PLoS pathogens,The JAK-STAT pathway promotes persistent viral infection by activating apoptosis in insect vectors.,BPH damage; Broad planthopper,4,激素、转录与免疫信号,
36952539,2023,2021-2025,Plant biotechnology journal,"Poaceae-specific β-1,3;1,4-d-glucans link jasmonate signalling to OsLecRK1-mediated defence response during rice-brown planthopper interactions.",BPH damage; BPH resistance,26,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; GWAS/群体基因组/基因组预测; 表达组学/多组学; 转基因/RNAi/突变体; CRISPR/精准编辑
36975911,2023,2021-2025,Insects,Predatory Capacity and Reproduction of Cyrtorhinus lividipennis (Hemiptera: Miridae) Adults Exposed to Low-Temperature Storage and Fitness of the F1 Generation.,BPH damage,1,,
36987076,2023,2021-2025,"Plants (Basel, Switzerland)","Pyramiding of Multiple Genes to Improve Rice Blast Resistance of Photo-Thermo Sensitive Male Sterile Line, without Yield Penalty in Hybrid Rice Production.",BPH resistance,1,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
36995901,2023,2021-2025,The Plant journal : for cell and molecular biology,Transcriptomic and methylomic analyses provide insights into the molecular mechanism and prediction of heterosis in rice.,BPH resistance,1,组学与系统网络,表达组学/多组学
37007483,2023,2021-2025,Frontiers in microbiology,Co-infection of TYLCV and ToCV increases cathepsin B and promotes ToCV transmission by Bemisia tabaci MED.,BPH damage,1,,
37008006,2023,2021-2025,Frontiers in physiology,Role of nuclear receptors NlHR3 and NlFTZ-F1 in regulating molting and reproduction in Nilaparvata lugens (stål).,BPH damage,1,抗源鉴定与表型评价; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
37011098,2023,2021-2025,PLoS genetics,Knockdown of the salivary protein gene NlG14 caused displacement of the lateral oviduct secreted components and inhibited ovulation in Nilaparvata lugens.,BPH resistance,2,宿主-昆虫互作与效应子,
37108219,2023,2021-2025,International journal of molecular sciences,The Genomic Variation and Differentially Expressed Genes on the 6P Chromosomes in Wheat-Agropyron cristatum Addition Lines 5113 and II-30-5 Confer Different Desirable Traits.,BPH damage,1,抗源鉴定与表型评价,
37119891,2023,2021-2025,International journal of biological macromolecules,CRISPR/Cas9-mediated genome editing of gustatory receptor NlugGr23a causes male sterility in the brown planthopper Nilaparvata lugens.,BPH damage,1,基因编辑与功能验证,CRISPR/精准编辑
37149887,2023,2021-2025,The New phytologist,A novel transcriptional repressor complex MYB22-TOPLESS-HDAC1 promotes rice resistance to brown planthopper by repressing F3'H expression.,BPH damage; BPH resistance,5,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 宿主-昆虫互作与效应子,
37176028,2023,2021-2025,International journal of molecular sciences,Light-Dependent Regulatory Interactions between the Redox System and miRNAs and Their Biochemical and Physiological Effects in Plants.,BPH resistance,1,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
37187544,2023,2021-2025,Frontiers in microbiology,Rice stripe virus p2 protein interacts with ATG5 and is targeted for degradation by autophagy.,BPH damage,1,,
37233057,2023,2021-2025,Insects,Resistance Monitoring of Nilaparvata lugens to Pymetrozine Based on Reproductive Behavior.,BPH resistance,3,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性,
37239430,2023,2021-2025,Genes,"Stacking Multiple Genes Improves Resistance to Chilo suppressalis, Magnaporthe oryzae, and Nilaparvata lugens in Transgenic Rice.",BPH damage; BPH resistance,9,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 基因编辑与功能验证; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 转基因/RNAi/突变体; 田间/产量/育种评价
37240102,2023,2021-2025,International journal of molecular sciences,"The Fall Armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), Influences Nilaparvata lugens Population Growth Directly, by Preying on Its Eggs, and Indirectly, by Inducing Defenses in Rice.",BPH resistance,17,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,田间/产量/育种评价
37256931,2023,2021-2025,Proceedings of the National Academy of Sciences of the United States of America,Sakuranetin protects rice from brown planthopper attack by depleting its beneficial endosymbionts.,BPH resistance,13,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体
37260593,2023,2021-2025,Frontiers in physiology,The superoxide dismutase (SOD) genes family mediates the response of Nilaparvata lugens to jinggangmycin and sugar.,BPH resistance,6,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 昆虫侧适应、毒力与药剂抗性,
37316670,2023,2021-2025,Nature,A tripartite rheostat controls self-regulated host plant resistance to insects.,BPH resistance,23,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
37324704,2023,2021-2025,Frontiers in plant science,Genome wide association studies and candidate gene mining for understanding the genetic basis of straw silica content in a set of Oryza nivara (Sharma et Shastry) accessions.,BPH damage,1,抗源鉴定与表型评价,
37353991,2023,2021-2025,Plant biotechnology journal,The microRNA-7322-5p/p38/Hsp19 axis modulates Chilo suppressalis cell-defences against Cry1Ca: an effective target for a stacked transgenic rice approach.,Broad planthopper,1,抗源鉴定与表型评价; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
37372105,2023,2021-2025,Biology,Infestation by the Piercing-Sucking Herbivore Nilaparvata lugens Systemically Triggers JA- and SA-Dependent Defense Responses in Rice.,BPH resistance,25,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
37373210,2023,2021-2025,International journal of molecular sciences,Molecular Research in Rice.,BPH resistance,4,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
