PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
39853648,43872013,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",An Insect Effector Mimics Its Host Immune Regulator to Undermine Plant Immunity.,,"Taken together, the effector appears to exploit the signaling pathway mediated by the rice OsGF14e-EDR1 module to impair plant defense against BPH (Figure  8 ).",,,,,,,
40303855,45080462,2025,Frontiers in plant science,Role of carbohydrate-active enzymes in brown planthopper virulence and adaptability.,,"Six indica rice varieties were used in this study, including one susceptible variety, TN1, and five resistant varieties carrying different BPH-resistance genes: Mudgo (Bbp1), IR42 (bph2), IR56, RHT (Bph3), and Babawee (bph4).",,,,,,,
40082317,44561035,2025,"Rice (New York, N.Y.)",Revealing Genomic Traits and Evolutionary Insights of Oryza officinalis from Southern China Through Genome Assembly and Transcriptome Analysis.,,This parallel is noteworthy as an increase in flavonoid content in rice correlates positively with BPH resistance.,,,,,,,
40257666,44973274,2025,Advanced biotechnology,Nepenthes chitinase NkChit2b- 1 confers broad-spectrum resistance to chitin-containing pathogens and insects in plants.,,"To assess the impact of NkChit2b- 1 on BPH feeding, we placed third-instar nymphs on rice sheaths pretreated with NkChit2b- 1 and collected honeydew after 24 h. We found that nymphs feeding on NkChit2b- 1-treated sheaths produced less honeydew compared to those on control sheaths (Fig. 5a), indicating impaired nutrient uptake and/or metabolic interference.",,,,,,,
39747314,43656670,2025,Scientific reports,Effect of isolated compounds from Combretum trifoliatum on toxicity and detoxification enzymes in Nilaparvata lugens.,,"The brown planthopper (BPH) Nilaparvata lugens (Stal) is a major insect pest of Oryza sativa that causes crop yield loss in tropical regions, including Thailand.",,,,,,,
38562566,40901755,2024,Frontiers in plant science,Combined miRNA and mRNA sequencing reveals the defensive strategies of resistant YHY15 rice against differentially virulent brown planthoppers.,,A greater number of miRNAs were found to be upregulated in biotype 1 BPH-infested resistant P15 rice (a Bph15 introgression line) than in susceptible PC rice (recipient line) during the early infestation stage (6 h) when the plants had not yet been severely damaged.,,,,,,,
38562566,40901797,2024,Frontiers in plant science,Combined miRNA and mRNA sequencing reveals the defensive strategies of resistant YHY15 rice against differentially virulent brown planthoppers.,,Studying these defense mechanisms will aid our understanding of the intricate interactions between rice and BPH and allow the development of targeted pest control strategies for improved rice cultivation.,,,,,,,
38576786,40940602,2024,Frontiers in plant science,Genome-wide association study and genomic prediction for resistance to brown planthopper in rice.,,A total of 117 rice varieties (23.31%) exhibited resistance to BPH.,,,,,,,
38612510,41096764,2024,International journal of molecular sciences,Silencing an ATP-Dependent Caseinolytic Protease Proteolytic Subunit Gene Enhances the Resistance of Rice to Nilaparvata lugens.,,Our findings demonstrate that the OsClpP6-mediated Clp system positively regulates rice growth and development but negatively regulates the resistance of rice to BPH.The transcriptome data from rice plants infested by gravid females of BPH showed that the transcript level of a Clp proteolytic subunit gene was significantly down-regulated in response to such infestation.,,,,,,,
38891303,41608142,2024,"Plants (Basel, Switzerland)",OsRCI-1-Mediated GLVs Enhance Rice Resistance to Brown Planthoppers.,,"These results indicate that the overexpression of OsRCI-1 may be involved in rice GLV production.Here, we evaluated BPH selection in WT rice plants supplemented with cis-3-hexen-1-ol or cis-3-hexenal, compared with oeRCI lines, to assess the activity of GLVs on BPH's feeding and egg laying preference (Figure 2 and Figure 3).",,,,,,,
39340817,42584453,2024,Plant biotechnology journal,Limonene enhances rice plant resistance to a piercing-sucking herbivore and rice pathogens.,,"Nevertheless, BPH eggs are deposited in the leaf sheath, and limonene in rice glands may degrade the epidermis of eggs in the sheath, resulting in fewer nymphs hatching.",,,,,,,
38576786,40940738,2024,Frontiers in plant science,Genome-wide association study and genomic prediction for resistance to brown planthopper in rice.,,"To summarize, rice varieties of indica subspecies tend to be more resistant to BPH, which was consistent with previous results.The results of the correlation analysis between different resistance traits are presented in Figure 3.",,,,,,,
39397365,42632240,2024,Plant communications,Breeding herbicide-resistant rice using CRISPR-Cas gene editing and other technologies.,,Transgenic rice of the male sterile line Guangzhan 63-4S with dual resistance to the herbicide Basta (2880 g ha-1) and brown planthopper (Nilaparvata lugens Stal.) was produced by stacking the brown planthopper-resistance gene BPH9 from rice and the glufosinate tolerance gene Bar from Streptomyces hygroscopicus.,,,,,,,
38246245,39713190,2024,Journal of advanced research,Alanine metabolism mediates energy allocation of the brown planthopper to adapt to resistant rice.,,"Remarkably, the ALT-mediated alanine transfer to pyruvate appears to be conserved in BPH adaptation to various rice cultivars.Insects feeding on resistant plants must effectively cope with plant resistance while maintaining their fitness, requiring greater mobilizable energy reserves.",,,,,,,
38891303,41608176,2024,"Plants (Basel, Switzerland)",OsRCI-1-Mediated GLVs Enhance Rice Resistance to Brown Planthoppers.,,These results highlight the role of GLVs mediated by OsRCI-1 in regulating both the direct and indirect defenses of rice against BPH.,,,,,,,
39340817,42584369,2024,Plant biotechnology journal,Limonene enhances rice plant resistance to a piercing-sucking herbivore and rice pathogens.,,"OsTPS19 and OsTPS20 were found to be involved in fine-tuning the emission of (S)-limonene in rice plants and play an important role in defence against both BPH and rice pathogens.As immobile organisms, plants have evolved comprehensive and effective defence strategies to counter attacks from herbivores and phytopathogens.",,,,,,,
38246245,39713126,2024,Journal of advanced research,Alanine metabolism mediates energy allocation of the brown planthopper to adapt to resistant rice.,,"However, no significant changes in the fitness indices were observed in the P-AD population, on the IR36 rice diet, after pyruvate injection.Overall, our findings indicate that the ALT-mediated alanine metabolism pathway is more active, while the ALD-mediated pathway is suppressed in the adapted BPH population, allowing efficient transfer of excessive alanine to pyruvate, thereby supporting adaptation to IR36 rice.",,,,,,,
38520013,40704768,2024,BMC biology,OsmiR319-OsPCF5 modulate resistance to brown planthopper in rice through association with MYB proteins.,,"And the phenylpropanoid pathways might function downstream of the OsmiR319-OsPCF5-OsMYB genetic pathway to mediate BPH resistance.The wild type (WT) rice plants used in this study were varieties ZH11 (Oryza sativa L. subsp. japonica cv. Zhonghua No.11, ZH11), TP309 (Oryza sativa L. subsp. japonica cv. TaiPei 309, TP309), Kasalath (Oryza sativa L. subsp. indica cv. Kasalath), TN1 (Oryza sativa L. subsp. indica cv. Taichung Native 1, TN1), and RHT (Oryza sativa L. subsp. indica cv. Rathu Heenati, RHT).",,,,,,,
39555011,43065305,2024,Breeding science,Substitution mapping and characterization of brown planthopper resistance genes from traditional rice cultivar 'Rathu Heenati' (Oryza sativa L.).,,"Therefore, our focus was on the BPH3 and BPH17 to identify markers that co-segregating with BPH resistance genes through substitution mapping and the co-segregating markers could facilitate MAS in rice breeding in Japan.The region of BPH3 on short arm of chromosome 6 was clustered with other genes: BPH4, BPH25, BPH29 and BPH32. reported that the resistant level of Saga-BPH3 was higher than Saga-BPH32 in most resistant tests.",,,,,,,
38661024,41212322,2024,Pest management science,Colonization of Piriformospora indica enhances rice resistance against the brown planthopper Nilaparvata lugens.,,"P. indica colonization remarkably increased the duration of np, N2, and N3 waveform, as well as the occurrences of N1 and N2, and decreased the duration of N4-b for BPH on rice plants.",,,,,,,
38450091,40453950,2024,Journal of pesticide science,"Insecticidal activity against rice pest of oxazosulfyl, a novel sulfyl insecticide.",,"The brown planthopper (BPH), Nilaparvata lugens (Stal), often causes hopper-burn and transmits the ragged and grassy stunt viruses.) In Asia, BPH has caused several outbreaks since the 1970s,) causing an estimated rice production loss of over 300 million dollars annually.)",,,,,,,
38891303,41608147,2024,"Plants (Basel, Switzerland)",OsRCI-1-Mediated GLVs Enhance Rice Resistance to Brown Planthoppers.,,"These findings suggest that cis-3-hexen-1-ol but not cis-3-hexenal showed a repellent effect on the female adult BPH.To explore the potential impact of GLVs in rice on the parasitic preference of the parasitoid A. nilaparvatae (BPH egg parasitoid), we initially introduced the parasitoids into the OsRCI-1 overexpression oeRCI lines and WT plants infested with BPH in a laboratory setting.",,,,,,,
38562566,40901749,2024,Frontiers in plant science,Combined miRNA and mRNA sequencing reveals the defensive strategies of resistant YHY15 rice against differentially virulent brown planthoppers.,,"In addition, 20 upregulated and 3 downregulated miRNAs were identified in resistant rice variety P15 (containing Bph15) compared to susceptible rice variety PC (recipient line).",,,,,,,
39769161,43545071,2024,International journal of molecular sciences,"Insight into Rice Resistance to the Brown Planthopper: Gene Cloning, Functional Analysis, and Breeding Applications.",,"The development and improvement of BPH-resistant rice varieties through conventional breeding and molecular marker-assisted selection are discussed, including strategies like gene pyramiding to enhance resistance durability.",,,,,,,
